"","X","game_id","time","human_id","ai_id","prolific_id","condition","difficulty","confidence","comments","game","round","human_action","human_rt","ai_action","ai_rt","winner","round_condition","stage","score","stage.f","game.f","interaction_lvl","opp_type","condition.f","adj_score"
"3041",3041,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",1,"right",5155,"left",1905.604959,"human","Level2",3,1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",0.67
"3042",3042,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",2,"left",449,"right",846.0056209,"human","Level2",3,1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",0.67
"3043",3043,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",3,"right",366,"center",1094.871928,"human","Level2",3,1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",0.67
"3044",3044,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",4,"right",321,"right",911.3103248,"AI","Level2",3,-1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",-1
"3045",3045,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",5,"left",382,"center",1150.961014,"human","Level2",3,1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",0.67
"3046",3046,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",6,"center",389,"left",1839.119671,"human","Level2",3,1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",0.67
"3047",3047,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",7,"left",66,"left",1703.348505,"AI","Level2",3,-1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",-1
"3048",3048,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",8,"right",506,"center",1385.88909,"human","Level2",3,1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",0.67
"3049",3049,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",9,"center",589,"left",521.8408925,"human","Level2",3,1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",0.67
"3050",3050,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",10,"center",1965,"center",1560.881881,"AI","Level2",3,-1,"Stage 3","SHOOT","second interaction","Level_2","lvl_2 first",-1
"3051",3051,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",1,"right",5007,"center",1979.673048,"human","Level1",4,1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",0.67
"3052",3052,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",2,"left",2234,"left",1526.50837,"AI","Level1",4,-1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",-1
"3053",3053,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",3,"center",844,"left",1995.352155,"human","Level1",4,1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",0.67
"3054",3054,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",4,"left",3315,"center",1786.255894,"human","Level1",4,1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",0.67
"3055",3055,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",5,"left",169,"left",1470.624349,"AI","Level1",4,-1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",-1
"3056",3056,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",6,"center",2612,"left",788.4427738,"human","Level1",4,1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",0.67
"3057",3057,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",7,"left",275,"left",1212.383364,"AI","Level1",4,-1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",-1
"3058",3058,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",8,"right",93,"left",1481.216133,"human","Level1",4,1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",0.67
"3059",3059,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",9,"left",311,"right",1499.09376,"human","Level1",4,1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",0.67
"3060",3060,"49fbc519-cc71-4c05-bc9e-fa72fe555e72",NA,"Ipzb3ezDIYT0eRneAAAS","kz4TFhuJM1AK5iRpAAAT","5d52bf7c88e74b00177db75e","Level2",61,40,"the first one was abc abc abc abc","shootout",10,"right",439,"left",1612.64836,"human","Level1",4,1,"Stage 4","SHOOT","second interaction","Level_1","lvl_2 first",0.67
"3061",3061,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",1,"rock",15708,"scissors",1901.334746,"human","Level1",1,1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",1
"3062",3062,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",2,"paper",929,"paper",567.9578451,"tie","Level1",1,0,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",0
"3063",3063,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",3,"paper",330,"scissors",604.7655403,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"3064",3064,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",4,"paper",1896,"scissors",1048.615353,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"3065",3065,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",5,"paper",1269,"scissors",1692.137761,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"3066",3066,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",6,"scissors",536,"paper",1019.191827,"human","Level1",1,1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",1
"3067",3067,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",7,"rock",1307,"rock",638.3660433,"tie","Level1",1,0,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",0
"3068",3068,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",8,"paper",1658,"paper",1029.828913,"tie","Level1",1,0,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",0
"3069",3069,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",9,"paper",406,"scissors",780.798001,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"3070",3070,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",10,"paper",776,"scissors",1609.389823,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"3071",3071,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",11,"paper",537,"rock",923.047559,"human","Level1",1,1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",1
"3072",3072,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",12,"paper",833,"scissors",771.6547723,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"3073",3073,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",13,"rock",967,"scissors",1049.505925,"human","Level1",1,1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",1
"3074",3074,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",14,"scissors",272,"paper",634.8979561,"human","Level1",1,1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",1
"3075",3075,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",15,"scissors",1167,"rock",1963.941276,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"3076",3076,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",16,"scissors",1140,"rock",1337.116848,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"3077",3077,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",17,"paper",896,"rock",1704.493745,"human","Level1",1,1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",1
"3078",3078,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",18,"rock",1358,"scissors",1307.65669,"human","Level1",1,1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",1
"3079",3079,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",19,"paper",1186,"paper",1610.950708,"tie","Level1",1,0,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",0
"3080",3080,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",20,"scissors",698,"scissors",1666.387006,"tie","Level1",1,0,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",0
"3081",3081,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",1,"rock",5542,"rock",683.0519191,"tie","Level2",2,0,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",0
"3082",3082,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",2,"rock",1163,"scissors",1517.623369,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3083",3083,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",3,"paper",614,"paper",1479.113244,"tie","Level2",2,0,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",0
"3084",3084,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",4,"paper",847,"rock",1400.923503,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3085",3085,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",5,"rock",677,"scissors",1242.55459,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3086",3086,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",6,"scissors",462,"paper",631.8082162,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3087",3087,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",7,"paper",153,"rock",1969.571527,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3088",3088,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",8,"rock",2086,"scissors",709.8639328,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3089",3089,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",9,"scissors",398,"paper",1254.620434,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3090",3090,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",10,"rock",978,"rock",642.6272151,"tie","Level2",2,0,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",0
"3091",3091,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",11,"scissors",987,"scissors",1108.931969,"tie","Level2",2,0,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",0
"3092",3092,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",12,"scissors",685,"paper",1937.248777,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3093",3093,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",13,"scissors",1208,"rock",1531.496585,"AI","Level2",2,-1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",-1
"3094",3094,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",14,"scissors",1023,"scissors",952.3341794,"tie","Level2",2,0,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",0
"3095",3095,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",15,"rock",331,"paper",796.5105885,"AI","Level2",2,-1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",-1
"3096",3096,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",16,"paper",1615,"rock",1743.630654,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3097",3097,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",17,"rock",500,"scissors",1563.506624,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3098",3098,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",18,"scissors",1829,"paper",947.9410998,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3099",3099,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",19,"paper",949,"rock",851.5229618,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"3100",3100,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",20,"paper",1254,"scissors",817.1898097,"AI","Level2",2,-1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",-1
"3101",3101,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",1,"rock",5467,"paper",1041.575805,"AI","Level1",3,-1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",-1
"3102",3102,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",2,"scissors",319,"rock",1663.02053,"AI","Level1",3,-1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",-1
"3103",3103,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",3,"rock",1120,"scissors",1341.211345,"human","Level1",3,1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",1
"3104",3104,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",4,"scissors",942,"paper",806.778262,"human","Level1",3,1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",1
"3105",3105,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",5,"scissors",1209,"rock",1828.820786,"AI","Level1",3,-1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",-1
"3106",3106,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",6,"scissors",788,"rock",1137.791405,"AI","Level1",3,-1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",-1
"3107",3107,"4ca48df0-7ce9-472f-86c5-1cf1ca5b1564",NA,"PJpglw0AOw675yAdAAHP","ItCu9B5KgX6IpevrAAHQ","5c5a025b6726510001187814","Level1",66,40,"In my opinion opponent's  strategy was  random,  and it was very confusing.","rps",7,"rock",1246,"rock",1524.380391,"tie","Level1",3,0,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",0
